id,use_case,size,prompt,expected_output_schema
SUM-M-004,summarization,M,"You are a document analysis API. Summarize the following document and return structured JSON.

---

Tesla released its first-quarter 2026 financial results on 22 April 2026, reporting revenue of USD 21.3 billion, approximately 8% below Wall Street consensus estimates of USD 23.1 billion and down 5% year-over-year from USD 22.4 billion in Q1 2025. Vehicle deliveries totalled 336,000 units, a decline of 8.2% versus Q1 2025 (366,000 units) and well below the 370,000 unit consensus estimate. CEO Elon Musk attributed the shortfall to two primary factors: planned production downtime at Gigafactory Texas for retooling to accommodate the refreshed Model Y Juniper, which reduced capacity by an estimated 40,000 units in the quarter; and intensifying price competition in China where BYD, NIO, and Li Auto have expanded in the USD 30,000–50,000 equivalent segment Tesla has traditionally dominated. Gross automotive margin declined to 14.6% from 17.4% in Q1 2025, reflecting price reductions implemented in January 2026 across all major markets. Net income fell 41% to USD 1.1 billion (USD 0.33 diluted EPS vs USD 0.56 expected). Energy generation and storage revenue was a bright spot at USD 3.1 billion, up 67% year-over-year, with Megapack deployments hitting a quarterly record. Tesla shares fell 6.2% in extended trading. Musk told analysts the company expected Q2 deliveries to recover to 390,000–400,000 units as Texas retooling completes.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""summary"": ""string"", ""key_points"": [""string""], ""topics"": [""string""], ""word_count"": ""number"", ""confidence"": ""number"", ""source_type"": ""string""}"
SUM-L-001,summarization,L,"You are a document analysis API. Summarize the following document and return structured JSON.

---

THE EUROPEAN CENTRAL BANK'S JUNE 2026 RATE DECISION: CONTEXT, RATIONALE, AND MARKET IMPACT

Background and decision
The European Central Bank's Governing Council concluded its June 2026 monetary policy meeting on 6 June by raising the deposit facility rate by 25 basis points to 3.75%, with the main refinancing rate and marginal lending facility adjusted correspondingly to 4.00% and 4.25%. The decision was unanimous — notable given the dissent seen at the March and April 2026 meetings — signalling a reunified governing council behind the tightening path.

Inflation and economic context
Eurozone headline HICP inflation stood at 2.6% in May 2026, its lowest reading since September 2021 but still above the ECB's 2% symmetric target. The disinflation path since the October 2022 peak of 10.6% has been steep but uneven. Energy deflation has been the primary driver, now contributing -0.8 percentage points. Food inflation has moderated to 2.1%. The sticking point is services inflation, which remains at 3.8% — a level the governing council considers incompatible with a sustained return to target given that services prices are more sensitive to domestic wage dynamics. Negotiated wage growth across the eurozone ran at 4.3% year-on-year in Q1 2026, easing from 4.7% in Q4 2025 but still elevated. The ECB's June staff macroeconomic projections revised the 2026 GDP growth forecast upward from 0.8% to 1.1%, reflecting resilient labour markets (unemployment at 6.1%, a post-reunification low for Germany), recovering consumer confidence in Spain and Italy, and stronger-than-expected industrial output in France. The bank kept its 2027 inflation projection at 2.1%, implying it expects inflation to return to target only gradually.

Press conference and forward guidance
ECB President Christine Lagarde reiterated that the Governing Council was ""not pre-committing to any particular rate path"" and characterised the council's approach as ""meeting-by-meeting, data-dependent."" She pushed back against questions about a pause in September, stating the bank needed to see ""sustained evidence of disinflation momentum in services and wage data"" before considering a pause. Chief economist Philip Lane, in a post-meeting blog post, outlined three scenarios: a baseline scenario where one further hike occurs in September followed by an extended hold; an upside scenario where persistent services inflation requires two additional hikes; and a downside scenario where a demand slowdown triggers an early pause.

Market reaction and analyst views
The euro strengthened 0.4% against the US dollar and 0.2% against the pound sterling in the hour following the announcement. Two-year German Bund yields rose 6 basis points to 3.12%; ten-year Bund yields rose 4 basis points to 2.84%. Italian BTP spreads over Bunds widened 3 basis points, suggesting modest concern about the fiscal implications of a higher-for-longer environment for peripheral sovereigns. Analysts at ING, Deutsche Bank, and Barclays all revised their terminal rate forecasts to 4.00% (implying one further 25bp hike), while Goldman Sachs maintained a more hawkish view forecasting a terminal rate of 4.25%. The ECB's next scheduled policy meeting is 24 July 2026.

Named entities: Christine Lagarde (ECB President), Philip Lane (Chief Economist, ECB), European Central Bank, Deutsche Bank, ING, Goldman Sachs, Barclays.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""summary"": ""string"", ""key_points"": [""string""], ""topics"": [""string""], ""sentiment"": ""string"", ""sentiment_score"": ""number"", ""source_type"": ""string"", ""word_count"": ""number"", ""reading_time_minutes"": ""number"", ""confidence"": ""number"", ""named_entities"": [{""name"": ""string"", ""type"": ""string""}], ""language"": ""string""}"
SUM-L-002,summarization,L,"You are a document analysis API. Summarize the following document and return structured JSON.

---

MEDITERRANEAN DIET META-ANALYSIS — THE LANCET, JUNE 2026: FULL BRIEFING

Study overview
A major meta-analysis published in The Lancet on 3 June 2026 represents the most comprehensive quantitative synthesis to date of Mediterranean diet intervention evidence. The study pooled individual participant data (IPD) from 47 randomised controlled trials conducted between 1990 and 2024, encompassing 62,000 participants across 18 countries. The IPD approach — using raw participant-level data rather than aggregate trial statistics — is methodologically superior to conventional meta-analyses and allows the researchers to adjust for confounders consistently across studies and conduct more nuanced subgroup analyses.

Primary findings
Adherence to a Mediterranean dietary pattern was associated with a 19% reduction in all-cause mortality (HR 0.81, 95% CI 0.76–0.87, p<0.001) and a 24% reduction in major adverse cardiovascular events (MACE), defined as non-fatal myocardial infarction, non-fatal stroke, or cardiovascular death (HR 0.76, 95% CI 0.71–0.82, p<0.001). These associations were consistent across study duration, geographic region, baseline cardiovascular risk, age group, sex, and BMI category. Follow-up periods ranged from 3 to 15 years, with a median of 10.2 years.

Key dietary predictors
The study conducted a component analysis to identify which elements of the Mediterranean dietary pattern drove the mortality benefit. Olive oil consumption above 20ml/day (approximately 1.5 tablespoons) was the strongest predictor: HR 0.78 (95% CI 0.73–0.84) for all-cause mortality, independent of total fat intake and caloric balance. Dietary variety in vegetables — consuming five or more distinct vegetable species per week — was the second strongest predictor (HR 0.83, 95% CI 0.78–0.89). Notably, fish consumption as an isolated component showed no statistically significant independent mortality benefit (HR 0.96, 95% CI 0.90–1.02), contradicting several smaller prior studies. Red wine consumption showed a J-shaped association with benefit only at 1–2 units/day in men and 1 unit/day in women; higher consumption showed null or harmful associations.

Limitations and researcher comments
The lead author, Professor Elena Martínez (University of Barcelona), cautioned that RCT settings typically overestimate real-world dietary intervention effects due to participant selection bias, Hawthorne effects, and adherence decay over time. She called for parallel investment in large naturalistic prospective cohorts with repeated dietary assessment. Professor Tim Chico (University of Sheffield), not involved in the study, characterised the findings as ""the strongest evidence yet"" for the Mediterranean diet but noted the difficulty of attributing effects to diet alone given the lifestyle co-variates common in Mediterranean-pattern adherents.

Funding and conflicts
Funded by the European Research Council (grant ERC-ADG-2021-101054) and the Spanish Ministry of Health. No pharmaceutical or food industry funding. All authors declared no conflicts of interest. Pre-print posted on medRxiv April 2026; 312 citations recorded by publication date.

Named entities: Elena Martínez (University of Barcelona), Tim Chico (University of Sheffield), The Lancet, European Research Council, University College London, Spanish Ministry of Health.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""summary"": ""string"", ""key_points"": [""string""], ""topics"": [""string""], ""sentiment"": ""string"", ""sentiment_score"": ""number"", ""source_type"": ""string"", ""word_count"": ""number"", ""reading_time_minutes"": ""number"", ""confidence"": ""number"", ""named_entities"": [{""name"": ""string"", ""type"": ""string""}], ""language"": ""string""}"
SUM-L-003,summarization,L,"You are a document analysis API. Summarize the following document and return structured JSON.

---

AMSTERDAM URBAN MOBILITY PLAN 2030 — FULL BRIEFING

Council vote and political context
Amsterdam's municipal council approved the Urban Mobility Transformation Plan 2030 on 10 June 2026 by a vote of 31 in favour to 14 against, with 2 abstentions. The majority coalition of GroenLinks, D66, PvdA, and SP voted unanimously in favour. The VVD, CDA, and JA21 groups voted against. The PvdD supported the plan but abstained on the specific congestion pricing annex, citing concerns about the charge level for diesel vehicles used by tradespeople. The plan has been in development since January 2025 and underwent two rounds of public consultation attracting 4,800 written submissions. The final text incorporates 14 of 22 amendments proposed during the consultation.

Objectives and targets
The plan's headline target is a 40% reduction in private vehicle trips within the A10 ring road by 2030, measured against a 2024 baseline of 340,000 daily motorised trips. Secondary targets include a 30% reduction in transport-related NOx emissions, a 25% increase in daily cycling trips, and a 15% reduction in pedestrian journey times on key shopping streets. The plan explicitly excludes freight and emergency vehicles from congestion pricing and vehicle access restrictions.

Key measures
Tram network expansion: Extension of tram lines 5 and 26, adding 12 km of track and 9 stops. Line 5 extension (7 km, Amstelveen border to Sloterdijk) scheduled for opening Q3 2027. Line 26 extension (5 km, Centraal Station to Zeeburgereiland) scheduled Q1 2029. Total estimated cost EUR 148M.

Congestion pricing: Introduction of dynamic congestion charges on 8 arterial routes: Nassaukade, Overtoom, Wibautstraat, Sarphatistraat, Stadhouderskade, Mauritskade, Piet Heinkade, and Valkenburgerstraat. Charges range EUR 2 per entry (off-peak, Euro 6 vehicles) to EUR 5 per entry (peak hours, pre-Euro 6 vehicles). Zero-emission vehicles exempt until 2028. System procured from Kapsch TrafficCom. Operational target Q2 2027.

Cycling infrastructure: Conversion of 4,200 on-street parking spaces to cycling and shared micro-mobility infrastructure across 34 streets. Priority given to school routes and connections to new tram stops. Implementation 2026–2028.

E-bike subsidy: EUR 1,500 subsidy per eligible household (income below 130% of social minimum, Amsterdam resident for minimum 2 years). Estimated 18,000 beneficiaries. Budget EUR 27M. Applications open Q3 2026 via city portal.

Funding structure
Total plan cost: EUR 340M. National Mobility Fund: EUR 180M (confirmed Q1 2026). Municipal reserves: EUR 90M. Projected congestion pricing net revenue: EUR 70M (5-year projection, after operating costs). An independent fiscal audit commissioned by the council estimated revenue sensitivity of ±EUR 20M depending on behavioural elasticity assumptions.

Implementation governance
A new Mobility Transition Office (MTO) will be established by September 2026, reporting directly to Alderman for Traffic and Public Space Sofie de Boer. The MTO will publish quarterly progress reports and an annual independent review. A Residents' Advisory Panel of 20 members (randomly selected from the Amsterdam population register) will meet bi-monthly.

Named entities: Sofie de Boer (Alderman for Traffic, Amsterdam), GroenLinks, D66, PvdA, SP, VVD, CDA, JA21, PvdD, Kapsch TrafficCom.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""summary"": ""string"", ""key_points"": [""string""], ""topics"": [""string""], ""sentiment"": ""string"", ""sentiment_score"": ""number"", ""source_type"": ""string"", ""word_count"": ""number"", ""reading_time_minutes"": ""number"", ""confidence"": ""number"", ""named_entities"": [{""name"": ""string"", ""type"": ""string""}], ""language"": ""string""}"
SUM-L-004,summarization,L,"You are a document analysis API. Summarize the following document and return structured JSON.

---

TESLA Q1 2026 EARNINGS — FULL BRIEFING

Results overview
Tesla Inc. reported first-quarter 2026 financial results after market close on 22 April 2026. Revenue came in at USD 21.3 billion, 7.8% below Wall Street consensus of USD 23.1 billion and 4.9% below Q1 2025 revenue of USD 22.4 billion — Tesla's first year-on-year quarterly revenue decline since Q2 2020. Net income was USD 1.1 billion (USD 0.33 diluted EPS), down 41.5% from USD 1.88 billion (USD 0.56 EPS) in Q1 2025. Adjusted EBITDA margin contracted to 11.2% from 14.9% a year prior.

Vehicle segment
Deliveries of 336,000 units missed the consensus estimate of 370,000 and represented an 8.2% decline from Q1 2025 (366,000). Model 3 and Model Y combined accounted for 318,000 units. Cybertruck deliveries were 11,000. Semi and Roadster combined were 7,000 (up from 2,000 in Q1 2025). Gross automotive margin declined 280 basis points year-on-year to 14.6%, driven by a USD 2,000 average vehicle price reduction implemented in January 2026, higher depreciation on new manufacturing equipment, and an unfavourable shift in mix toward lower-margin base trim variants.

Management explanation
CEO Elon Musk attributed the delivery miss to two factors. First, Gigafactory Texas underwent planned retooling for the refreshed Model Y (internally codenamed Juniper), which reduced Texas production capacity by approximately 40,000 units in the quarter. Musk stated retooling was complete as of 1 April and that Q2 was tracking ahead of plan. Second, the Chinese market experienced intensifying competition: BYD's Seal and Han models, NIO's ET5T, and Li Auto's L6 are competing directly in the RMB 220,000–350,000 price segment. Tesla's China market share declined from 10.4% in Q1 2025 to 7.8% in Q1 2026. CFO Vaibhav Taneja flagged that the January price reductions were intended to defend volume rather than margin, a deliberate near-term trade-off.

Energy and services segments
Energy generation and storage revenue was USD 3.1 billion, up 67% year-on-year and a quarterly record, driven by Megapack deployments at utility-scale projects in California, Texas, and Australia. Services and other revenue was USD 2.2 billion, up 19%, reflecting growth in Full Self-Driving subscription attach rates and body shop network expansion. Together these segments partially offset automotive weakness and are increasingly material to Tesla's total revenue mix (25% in Q1 2026 vs 17% in Q1 2025).

Guidance and outlook
Tesla did not provide formal financial guidance. Musk told analysts Q2 deliveries were expected in the 390,000–400,000 range. The company reiterated its target of launching a lower-cost vehicle (widely expected to be a USD 25,000 Model 2) in late 2026, and confirmed Full Self-Driving v13 would begin limited rollout in Q2. Tesla shares fell 6.2% to USD 178.40 in after-hours trading. A short-seller note from Citron Research called the results ""structurally concerning""; Wedbush maintained its Outperform rating with a USD 300 price target.

Named entities: Elon Musk (CEO, Tesla), Vaibhav Taneja (CFO, Tesla), Tesla Inc., BYD, NIO, Li Auto, Gigafactory Texas, Citron Research, Wedbush Securities.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""summary"": ""string"", ""key_points"": [""string""], ""topics"": [""string""], ""sentiment"": ""string"", ""sentiment_score"": ""number"", ""source_type"": ""string"", ""word_count"": ""number"", ""reading_time_minutes"": ""number"", ""confidence"": ""number"", ""named_entities"": [{""name"": ""string"", ""type"": ""string""}], ""language"": ""string""}"
INT-S-001,intent_classification,S,"You are an intent classification API. Classify the intent of the following user message and return structured JSON.

---

I've been trying to reset my password for the last hour and nothing is working. This is really frustrating, I need to get into my account urgently.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""intent"": ""string"", ""confidence"": ""number""}"
INT-S-002,intent_classification,S,"You are an intent classification API. Classify the intent of the following user message and return structured JSON.

---

Can you show me how to upgrade my current plan to the Pro tier? I'd like to know what features are included.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""intent"": ""string"", ""confidence"": ""number""}"
INT-S-003,intent_classification,S,"You are an intent classification API. Classify the intent of the following user message and return structured JSON.

---

Hi, I'm having trouble connecting my Spotify account to your app. It keeps saying authorisation failed.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""intent"": ""string"", ""confidence"": ""number""}"
INT-S-004,intent_classification,S,"You are an intent classification API. Classify the intent of the following user message and return structured JSON.

---

What are your opening hours and do you have a branch in Utrecht?

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""intent"": ""string"", ""confidence"": ""number""}"
INT-M-001,intent_classification,M,"You are an intent classification API. Classify the intent of the following user message and return structured JSON.

---

Hi there, I've been locked out of my account since yesterday evening. I tried the password reset link three times but I never receive the email — I've checked my spam folder. My username is jvandenberg_82 and the account email should be j.vandenberg@kpn.nl. I have a subscription renewal coming up on Friday and I'm worried about losing access before then. Please can someone help me sort this out as quickly as possible.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""intent"": ""string"", ""confidence"": ""number"", ""sub_intent"": ""string"", ""sentiment"": ""string""}"
INT-M-002,intent_classification,M,"You are an intent classification API. Classify the intent of the following user message and return structured JSON.

---

I'm currently on the Starter plan and I'd like to understand what I'd get if I moved to the Pro plan. Specifically I'm interested in whether Pro includes API access, how many team members I can add, and whether there's a trial period before I commit. I've been using the product for about 6 months and I think I'm ready to upgrade but I want to make sure before I put it to my finance team.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""intent"": ""string"", ""confidence"": ""number"", ""sub_intent"": ""string"", ""sentiment"": ""string""}"
INT-M-003,intent_classification,M,"You are an intent classification API. Classify the intent of the following user message and return structured JSON.

---

I'm trying to connect my company's Salesforce instance to your platform using the OAuth integration. I followed the setup guide but when I click Authorise, it redirects back to your app with an error message that says 'redirect_uri_mismatch'. I've double-checked that the callback URL in our Salesforce connected app matches what your docs specify. This is blocking our go-live which is scheduled for Monday. Can you help me debug this urgently?

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""intent"": ""string"", ""confidence"": ""number"", ""sub_intent"": ""string"", ""sentiment"": ""string""}"
INT-M-004,intent_classification,M,"You are an intent classification API. Classify the intent of the following user message and return structured JSON.

---

Good morning, I'm reaching out on behalf of Deltacore BV. We're a mid-sized logistics company based in Rotterdam and we're looking for an enterprise contract for around 40 users. Could you send me information about your enterprise pricing, volume discounts, and whether you offer dedicated onboarding support? We'd also like to know if there's an SLA available and whether data is stored within the EU.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""intent"": ""string"", ""confidence"": ""number"", ""sub_intent"": ""string"", ""sentiment"": ""string""}"
INT-L-001,intent_classification,L,"You are an intent classification API. Classify the intent of the following user message and return structured JSON.

---

Hello, I'm writing to complain formally about the experience I had with your customer support team last week. On 2 June I contacted you about a billing error — I was charged EUR 89.99 instead of the EUR 49.99 price shown on your pricing page at the time of my renewal. The first agent I spoke to told me the price had changed and I should have received an email notification, which I never did. They offered me a EUR 10 credit which I declined as it doesn't cover the overcharge. I was escalated to a supervisor who promised to call me back within 24 hours. That call never came. I called again on 5 June and was told a refund had been 'processed' but I have not seen it reflected on my credit card statement as of today. I am a customer since 2022 and have always renewed on time. I would like a full refund of the EUR 40 overcharge, a written explanation of why I wasn't notified of the price change, and confirmation of when the refund will appear. If this isn't resolved within 5 business days I will be disputing the charge with my bank and leaving a review on Trustpilot. My account email is m.jansen@outlook.com and my customer ID is CUS-00482910.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""intent"": ""string"", ""confidence"": ""number"", ""sub_intent"": ""string"", ""sentiment"": ""string"", ""urgency"": ""string"", ""entities"": [{""value"": ""string"", ""type"": ""string""}], ""suggested_action"": ""string"", ""fallback"": ""boolean""}"
INT-L-002,intent_classification,L,"You are an intent classification API. Classify the intent of the following user message and return structured JSON.

---

Hi, I'm the IT manager at Farrow & Linden Consulting (around 180 employees). We're currently evaluating your platform as a potential replacement for our existing solution, which we're planning to phase out by Q3 2026. We're specifically trying to assess three things: first, your SOC 2 Type II compliance status and whether you can share the most recent audit report under NDA; second, how your API handles bulk user provisioning — we'd be doing SCIM sync from Azure Active Directory and need to know if there are rate limits and how large batches are handled; and third, your data residency options — we need all data stored in EU regions and would need a DPA in place before signing. We've already had a product demo so we don't need a general walkthrough. Can you connect me with your enterprise or solutions team directly? My contact details are below.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""intent"": ""string"", ""confidence"": ""number"", ""sub_intent"": ""string"", ""sentiment"": ""string"", ""urgency"": ""string"", ""entities"": [{""value"": ""string"", ""type"": ""string""}], ""suggested_action"": ""string"", ""fallback"": ""boolean""}"
INT-L-003,intent_classification,L,"You are an intent classification API. Classify the intent of the following user message and return structured JSON.

---

Hi, I purchased your annual plan three days ago (order ref ORD-2026-88341) and I've changed my mind — the platform doesn't support the custom reporting fields I need, which weren't clear from the feature list before I bought. I'd like a full refund under your 14-day money back guarantee which is advertised on your pricing page. I've exported all my data already and I'm not using the account. Please could you process the refund to the original payment method (Visa ending 4821) and confirm by email when it's done. I'd also appreciate if someone could feed back to the product team that the limitations around custom fields should be more clearly communicated on the pricing page — I spent 2 hours on setup before realising it wouldn't work for my use case.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""intent"": ""string"", ""confidence"": ""number"", ""sub_intent"": ""string"", ""sentiment"": ""string"", ""urgency"": ""string"", ""entities"": [{""value"": ""string"", ""type"": ""string""}], ""suggested_action"": ""string"", ""fallback"": ""boolean""}"
INT-L-004,intent_classification,L,"You are an intent classification API. Classify the intent of the following user message and return structured JSON.

---

I want to report a potential security issue with your mobile app. On 8 June 2026 I noticed that after logging out of the app on my iPhone 15, I was still able to access my account data by pressing the back button in the browser without re-authenticating. I'm not a security researcher but this seemed wrong to me. I also noticed the session token appears to still be valid even after logout — I was able to make an API call using the token I captured from the network inspector and it returned my account data. I'm happy to provide more technical details or screenshots if helpful. I think this is a session invalidation issue. Can you escalate this to your security team? I'd prefer you don't share my details publicly — my account email is t.okafor@pm.me.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""intent"": ""string"", ""confidence"": ""number"", ""sub_intent"": ""string"", ""sentiment"": ""string"", ""urgency"": ""string"", ""entities"": [{""value"": ""string"", ""type"": ""string""}], ""suggested_action"": ""string"", ""fallback"": ""boolean""}"
